algo,no,knn_pca_auroc,knn_pca_acc,rf_pca_auroc,rf_pca_acc,lr_auroc,lr_acc,lr_pca_auroc,lr_pca_acc
datafly,21,0.6489557226399332,0.8565573770491803,0.6545758335232019,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,21,0.6489557226399332,0.8565573770491803,0.6527075263917369,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,21,0.580846054530265,0.825136612021858,0.6497000075947444,0.8565573770491803,0.5269081795397584,0.7226775956284153,0.6462823725981621,0.8592896174863388
datafly,22,0.6489557226399332,0.8565573770491803,0.6543024227234753,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,22,0.6489557226399332,0.8565573770491803,0.6544846965899597,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,22,0.5675020885547202,0.8469945355191257,0.6491076175286702,0.8565573770491803,0.5836257309941519,0.7404371584699454,0.6576137312979418,0.8579234972677595
datafly,23,0.5919723551302498,0.8565573770491803,0.6715197083618136,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,23,0.5919723551302498,0.8565573770491803,0.6688159793422952,0.8579234972677595,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,23,0.5516974253816358,0.8524590163934426,0.6671375408217515,0.8565573770491803,0.5209538999012683,0.7131147540983607,0.6675476570213413,0.8592896174863388
datafly,24,0.6489557226399332,0.8565573770491803,0.6545758335232019,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,24,0.6489557226399332,0.8565573770491803,0.6544543176122123,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,24,0.5659527606896028,0.8483606557377049,0.646130477709425,0.8565573770491803,0.5703804966962861,0.755464480874317,0.6383230804283435,0.8565573770491803
datafly,25,0.5919723551302498,0.8565573770491803,0.6680413154097364,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,25,0.5919723551302498,0.8565573770491803,0.6674793043214096,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,25,0.5433280170122275,0.8524590163934426,0.6275233538391431,0.8565573770491803,0.498640540745804,0.6980874316939891,0.653770790612896,0.8579234972677595
datafly,26,0.6489557226399332,0.8565573770491803,0.6538011695906433,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,26,0.6489557226399332,0.8565573770491803,0.6542720437457279,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,26,0.5966431229589124,0.8579234972677595,0.6591250854408749,0.8565573770491803,0.6168755221386801,0.7295081967213115,0.6262930052403737,0.8524590163934426
datafly,27,0.5790309106098579,0.8565573770491803,0.667707146654515,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
datafly_shuffled,27,0.5790309106098579,0.8565573770491803,0.6676311992101465,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
mondrian,27,0.5343662185767448,0.8510928961748634,0.662147793726741,0.8565573770491803,0.5404875825928457,0.7622950819672131,0.6675324675324676,0.8579234972677595
datafly,28,0.5919723551302498,0.8565573770491803,0.6696362117414749,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,28,0.5919723551302498,0.8565573770491803,0.6723703197387407,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,28,0.5401837928153719,0.8415300546448088,0.6688539530644794,0.8565573770491803,0.5702741702741703,0.7049180327868853,0.6424850003797373,0.8538251366120219
datafly,29,0.6489557226399332,0.8565573770491803,0.6549555707450444,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,29,0.6489557226399332,0.8565573770491803,0.6548948127895496,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,29,0.5310700994911521,0.8551912568306009,0.6192071086807929,0.8565573770491803,0.5292169818485608,0.7349726775956285,0.6479987848408901,0.8565573770491803
datafly,30,0.6489557226399332,0.8565573770491803,0.6547581073896863,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,30,0.6489557226399332,0.8565573770491803,0.6542720437457279,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,30,0.5751499962026279,0.8551912568306009,0.6617452722715881,0.8565573770491803,0.5252829042302727,0.7390710382513661,0.6819017240069871,0.8538251366120219
datafly,31,0.6489557226399332,0.8565573770491803,0.6543935596567175,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,31,0.6489557226399332,0.8565573770491803,0.6552289815447709,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,31,0.5837244626718311,0.8579234972677595,0.6426748689906585,0.8565573770491803,0.5552973342447027,0.7295081967213115,0.6797144376091745,0.8565573770491803
datafly,32,0.5790309106098579,0.8565573770491803,0.6676311992101465,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
datafly_shuffled,32,0.5790309106098579,0.8565573770491803,0.6676615781878941,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
mondrian,32,0.5457887142097668,0.8524590163934426,0.6287840814156603,0.8565573770491803,0.532133363712311,0.7650273224043715,0.6406774512037671,0.8592896174863388
datafly,33,0.6489557226399332,0.8565573770491803,0.6538011695906433,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,33,0.6489557226399332,0.8565573770491803,0.6523277891698944,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,33,0.6347991190096454,0.842896174863388,0.6567555251765778,0.8565573770491803,0.5551910078225868,0.7773224043715847,0.6757196020353916,0.8551912568306009
datafly,34,0.5919723551302498,0.8565573770491803,0.668117262854105,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,34,0.5919723551302498,0.8565573770491803,0.6688311688311689,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,34,0.585592769803296,0.8538251366120219,0.6793650793650794,0.8565573770491803,0.5277891698944329,0.7418032786885246,0.6497759550391129,0.8579234972677595
datafly,35,0.6489557226399332,0.8565573770491803,0.6545910230120756,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,35,0.6489557226399332,0.8565573770491803,0.6541049593681172,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,35,0.6424622161464266,0.8524590163934426,0.6653755601124022,0.8565573770491803,0.5629832156147946,0.7144808743169399,0.6812333864965443,0.8592896174863388
datafly,36,0.5919723551302498,0.8565573770491803,0.6676008202323991,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,36,0.5919723551302498,0.8565573770491803,0.6676160097212729,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,36,0.5579251158198526,0.8497267759562842,0.6118781802992329,0.8565573770491803,0.5234753550543024,0.7254098360655737,0.6351029087871194,0.8497267759562842
datafly,37,0.6489557226399332,0.8565573770491803,0.6544846965899597,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,37,0.6489557226399332,0.8565573770491803,0.6543935596567175,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,37,0.5281233386496544,0.8333333333333334,0.6507480823270296,0.8565573770491803,0.5668869142553353,0.7199453551912568,0.6457355509987089,0.8565573770491803
datafly,38,0.5790309106098579,0.8565573770491803,0.6641376167691957,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
datafly_shuffled,38,0.5790309106098579,0.8565573770491803,0.6676767676767676,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
mondrian,38,0.5870129870129871,0.8483606557377049,0.6398496240601503,0.8565573770491803,0.5956558061821221,0.7540983606557377,0.6300448089921775,0.8565573770491803
datafly,39,0.6489557226399332,0.8565573770491803,0.6540593909014961,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,39,0.6489557226399332,0.8565573770491803,0.6547429179008126,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,39,0.5477861319966584,0.8579234972677595,0.6439280018227387,0.8565573770491803,0.5842485000379737,0.7513661202185792,0.6701450596187438,0.8565573770491803
datafly,40,0.5790309106098579,0.8565573770491803,0.6676767676767676,0.8565573770491803,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
datafly_shuffled,40,0.5790309106098579,0.8565573770491803,0.6641376167691957,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
mondrian,40,0.527234753550543,0.8551912568306009,0.6218500797448165,0.8565573770491803,0.5655046707678286,0.7459016393442623,0.6551074656337815,0.8565573770491803
datafly,41,0.6489557226399332,0.8565573770491803,0.6546365914786967,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,41,0.6489557226399332,0.8565573770491803,0.6548492443229285,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,41,0.5813093339409129,0.8292349726775956,0.6750816435026961,0.8565573770491803,0.6272347535505429,0.7800546448087432,0.6615478089162301,0.8565573770491803
datafly,42,0.5919723551302498,0.8565573770491803,0.668117262854105,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,42,0.5919723551302498,0.8565573770491803,0.6696210222526012,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,42,0.5931799194957089,0.8497267759562842,0.6069643806485912,0.8565573770491803,0.4691121743753322,0.6502732240437158,0.6195944406470723,0.8579234972677595
datafly,43,0.5790309106098579,0.8565573770491803,0.6677982835877573,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
datafly_shuffled,43,0.5790309106098579,0.8565573770491803,0.6677375256322624,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
mondrian,43,0.6224500645553277,0.8538251366120219,0.6315333789018001,0.8565573770491803,0.5204982152350573,0.726775956284153,0.623391812865497,0.8579234972677595
datafly,44,0.5919723551302498,0.8565573770491803,0.6680716943874838,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,44,0.5919723551302498,0.8565573770491803,0.6665223665223664,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,44,0.530515683147262,0.8565573770491803,0.662459178248652,0.8565573770491803,0.5424774056353003,0.7336065573770492,0.6888888888888889,0.8565573770491803
datafly,45,0.6489557226399332,0.8565573770491803,0.6527075263917369,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,45,0.6489557226399332,0.8565573770491803,0.6525860104807473,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,45,0.4809144072301968,0.8524590163934426,0.6603098655730235,0.8565573770491803,0.4890104047998785,0.7226775956284153,0.6640844535581378,0.8538251366120219
datafly,46,0.6489557226399332,0.8565573770491803,0.6547429179008126,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,46,0.6489557226399332,0.8565573770491803,0.6544087491455912,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,46,0.5335687704108757,0.8538251366120219,0.6402065770486823,0.8565573770491803,0.5400622769043821,0.8060109289617486,0.6695982380192906,0.8565573770491803
datafly,47,0.5919723551302498,0.8565573770491803,0.6677679046100098,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,47,0.5919723551302498,0.8565573770491803,0.668117262854105,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,47,0.5931647300068352,0.8510928961748634,0.6595655806182121,0.8565573770491803,0.6049821523505734,0.6898907103825137,0.6815827447406395,0.8551912568306009
datafly,48,0.5790309106098579,0.8565573770491803,0.667707146654515,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
datafly_shuffled,48,0.5790309106098579,0.8565573770491803,0.6676311992101465,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
mondrian,48,0.5269613427508164,0.8497267759562842,0.6102908787119313,0.8565573770491803,0.6287233234601655,0.7868852459016393,0.6745348219032429,0.8579234972677595
datafly,49,0.5919723551302498,0.8565573770491803,0.6675096832991569,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,49,0.5919723551302498,0.8565573770491803,0.6697273486747171,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,49,0.5848940533151059,0.8579234972677595,0.6879395458342827,0.8565573770491803,0.5439052175894281,0.6871584699453552,0.6622313359155464,0.8579234972677595
datafly,50,0.5790309106098579,0.8565573770491803,0.6676311992101465,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
datafly_shuffled,50,0.5790309106098579,0.8565573770491803,0.6676767676767676,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
mondrian,50,0.5458570669096985,0.8483606557377049,0.6850839219260272,0.8565573770491803,0.6186375028480292,0.7336065573770492,0.6724842409052936,0.8565573770491803
datafly,51,0.5919723551302498,0.8565573770491803,0.6670236196551985,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,51,0.5919723551302498,0.8565573770491803,0.6674944938102833,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,51,0.5351180982759931,0.8538251366120219,0.6535733272575377,0.8565573770491803,0.5492367281840966,0.7226775956284153,0.6637806637806639,0.8579234972677595
datafly,52,0.5919723551302498,0.8565573770491803,0.6706690969848864,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,52,0.5919723551302498,0.8565573770491803,0.6696969696969697,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,52,0.5765018607123871,0.8551912568306009,0.6796764638869901,0.8565573770491803,0.5658236500341762,0.7336065573770492,0.6709956709956709,0.8565573770491803
datafly,53,0.6489557226399332,0.8565573770491803,0.6545758335232019,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,53,0.6489557226399332,0.8565573770491803,0.6540897698792435,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,53,0.5231791600212653,0.842896174863388,0.613943950786056,0.8565573770491803,0.5842181210602263,0.7909836065573771,0.6352092352092353,0.8579234972677595
datafly,54,0.6489557226399332,0.8565573770491803,0.6548796233006761,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,54,0.6489557226399332,0.8565573770491803,0.6544998860788334,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,54,0.569681780208096,0.8510928961748634,0.6358699779752413,0.8565573770491803,0.5563605984658616,0.7062841530054644,0.6630971367813472,0.8456284153005464
datafly,55,0.5919723551302498,0.8565573770491803,0.6676160097212729,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,55,0.5919723551302498,0.8565573770491803,0.6697121591858434,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,55,0.5280853649274702,0.8592896174863388,0.6820384294068504,0.8565573770491803,0.5678286625655047,0.7254098360655737,0.6605453026505658,0.8551912568306009
datafly,56,0.6489557226399332,0.8565573770491803,0.6543024227234753,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,56,0.6489557226399332,0.8565573770491803,0.6545758335232019,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,56,0.5290498974709502,0.8510928961748634,0.6429103060682008,0.8565573770491803,0.5734335839598997,0.7418032786885246,0.6260499734183945,0.8592896174863388
datafly,57,0.5919723551302498,0.8565573770491803,0.6714437609174451,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,57,0.5919723551302498,0.8565573770491803,0.6666286929444822,0.8579234972677595,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,57,0.6112478165109745,0.8538251366120219,0.6540745803903698,0.8565573770491803,0.538604085972507,0.7185792349726776,0.6610313662945242,0.8469945355191257
datafly,58,0.5919723551302498,0.8565573770491803,0.670183033340928,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,58,0.5919723551302498,0.8565573770491803,0.6680413154097365,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,58,0.4965519860256703,0.8551912568306009,0.6591478696741854,0.8565573770491803,0.5024531024531025,0.744535519125683,0.6548948127895496,0.8442622950819673
datafly,59,0.5919723551302498,0.8565573770491803,0.6681324523429787,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,59,0.5919723551302498,0.8565573770491803,0.669529885319359,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,59,0.6020809599756969,0.8510928961748634,0.6981165033796612,0.8565573770491803,0.6374572795625428,0.7349726775956285,0.6419077998025366,0.8565573770491803
datafly,60,0.6489557226399332,0.8565573770491803,0.6545910230120756,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,60,0.6489557226399332,0.8565573770491803,0.6525708209918736,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,60,0.5926027189185085,0.8524590163934426,0.6663628768891926,0.8565573770491803,0.6148705096073516,0.7213114754098361,0.6795777322093111,0.8565573770491803
datafly,61,0.5790309106098579,0.8565573770491803,0.6678286625655047,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
datafly_shuffled,61,0.5790309106098579,0.8565573770491803,0.667707146654515,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
mondrian,61,0.4812181970076707,0.8579234972677595,0.6581225791752108,0.8565573770491803,0.5625730994152047,0.7349726775956285,0.6538923065238855,0.8565573770491803
datafly,62,0.5919723551302498,0.8565573770491803,0.6675248727880306,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
datafly_shuffled,62,0.5919723551302498,0.8565573770491803,0.6695906432748536,0.8565573770491803,0.6755297334244703,0.8551912568306009,0.6716260347839296,0.8551912568306009
mondrian,62,0.5993544467228678,0.8538251366120219,0.6489557226399332,0.8565573770491803,0.5689830637199058,0.7459016393442623,0.6842409052935369,0.8510928961748634
datafly,63,0.6489557226399332,0.8565573770491803,0.6545910230120756,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,63,0.6489557226399332,0.8565573770491803,0.6541809068124858,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,63,0.5895572263993316,0.8497267759562842,0.6975468975468976,0.8565573770491803,0.5779904306220096,0.7281420765027322,0.6819776714513557,0.8579234972677595
datafly,64,0.6489557226399332,0.8565573770491803,0.6544846965899597,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
datafly_shuffled,64,0.6489557226399332,0.8565573770491803,0.6542720437457279,0.8565573770491803,0.6532847269689375,0.8579234972677595,0.6368041315409736,0.8579234972677595
mondrian,64,0.6131768815979342,0.8565573770491803,0.6757955494797601,0.8565573770491803,0.5341383762436394,0.7226775956284153,0.6730766309713678,0.8469945355191257
datafly,65,0.5790309106098579,0.8565573770491803,0.667707146654515,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
datafly_shuffled,65,0.5790309106098579,0.8565573770491803,0.6676311992101465,0.8579234972677595,0.6756284651021494,0.8551912568306009,0.6783245993772309,0.8551912568306009
