algo,no,lr_acc,auroc
datafly_shuffled,102,0.5358108108108108,0.589305543379796
mondrian,102,0.6033783783783784,0.8148432249203704
datafly,103,0.5601351351351351,0.6701723722275796
datafly_shuffled,103,0.6263513513513513,0.6762833859326145
mondrian,103,0.5668918918918919,0.7675732737208147
datafly,104,0.575,0.5672823339469917
datafly_shuffled,104,0.5277027027027027,0.6539935273662372
mondrian,104,0.5445945945945946,0.7521295403407264
datafly,105,0.5790540540540541,0.650584619093539
datafly_shuffled,105,0.6135135135135135,0.6873739808889278
mondrian,105,0.5675675675675675,0.6656201601355892
datafly,106,0.5094594594594595,0.6041137021127377
datafly_shuffled,106,0.5817567567567568,0.6398666023786563
mondrian,106,0.5790540540540541,0.6882068028403613
datafly,107,0.5459459459459459,0.7001658338447153
datafly_shuffled,107,0.6148648648648649,0.6749601852663569
mondrian,107,0.6304054054054054,0.7558991554893193
datafly,108,0.5310810810810811,0.7137695055667573
datafly_shuffled,108,0.547972972972973,0.6235580856783847
mondrian,108,0.5310810810810811,0.7464550276146226
datafly,109,0.5993243243243244,0.7194513237485755
datafly_shuffled,109,0.5608108108108109,0.593881498202858
mondrian,109,0.6033783783783784,0.730187604102744
datafly,110,0.6040540540540541,0.5702711785161159
datafly_shuffled,110,0.5601351351351351,0.6453119064317232
mondrian,110,0.5554054054054054,0.7377323134917155
datafly,111,0.5317567567567567,0.7045765027322404
datafly_shuffled,111,0.5824324324324325,0.6044716694427399
mondrian,111,0.606081081081081,0.7305839250752464
datafly,112,0.5364864864864864,0.5733732576488121
datafly_shuffled,112,0.6297297297297297,0.6871465985798193
mondrian,112,0.5831081081081081,0.7050385728061717
datafly,113,0.6135135135135135,0.6176625829169224
datafly_shuffled,113,0.5297297297297298,0.6404729552029456
mondrian,113,0.6,0.7333472136991906
datafly,114,0.5824324324324325,0.6848024604774845
datafly_shuffled,114,0.5472972972972973,0.5592673358464101
mondrian,114,0.5655405405405406,0.6458808187954764
datafly,115,0.6101351351351352,0.6110675827708132
datafly_shuffled,115,0.5581081081081081,0.6176415797317437
mondrian,115,0.6175675675675676,0.7829567370912598
datafly,116,0.5405405405405406,0.5129562257093598
datafly_shuffled,116,0.5993243243243244,0.6243005026153531
mondrian,116,0.5675675675675675,0.7582661231407615
datafly,117,0.5891891891891892,0.6230485301423103
datafly_shuffled,117,0.5256756756756756,0.5459723196282984
mondrian,117,0.5763513513513514,0.6973988924929138
datafly,118,0.5540540540540541,0.5432492110107828
datafly_shuffled,118,0.6222972972972973,0.6847686727448058
mondrian,118,0.5581081081081081,0.7729354782151311
datafly,119,0.5202702702702703,0.6325081821104
datafly_shuffled,119,0.5452702702702703,0.6150919756874434
mondrian,119,0.5817567567567568,0.6788558195260221
datafly,120,0.5878378378378378,0.570576181292189
datafly_shuffled,120,0.5790540540540541,0.685811526548026
mondrian,120,0.5513513513513514,0.7793953274305251
datafly,121,0.5601351351351351,0.7131156672803249
datafly_shuffled,121,0.5587837837837838,0.593175608544461
mondrian,121,0.5837837837837838,0.7455473247421174
datafly,122,0.5675675675675675,0.5716190350954092
datafly_shuffled,122,0.5466216216216216,0.5953517211653663
mondrian,122,0.5398648648648648,0.6957496858654043
datafly,123,0.6162162162162163,0.6180278557026387
datafly_shuffled,123,0.5912162162162162,0.6799936442535287
mondrian,123,0.575,0.6962263668507641
datafly,124,0.552027027027027,0.6655818064930891
datafly_shuffled,124,0.49594594594594593,0.5197758686186844
mondrian,124,0.5614864864864865,0.7774721662137285
datafly,125,0.5891891891891892,0.7288114388825575
datafly_shuffled,125,0.5614864864864865,0.6427193828351013
mondrian,125,0.543918918918919,0.7898165600070132
datafly,126,0.4945945945945946,0.5413050466088074
datafly_shuffled,126,0.5756756756756757,0.5853067195581659
mondrian,126,0.5797297297297297,0.7590021478039799
datafly,127,0.5263513513513514,0.5828703500774378
datafly_shuffled,127,0.543918918918919,0.5713231641389791
mondrian,127,0.5425675675675675,0.7319664825691826
datafly,128,0.5655405405405406,0.660443331580024
datafly_shuffled,128,0.5574324324324325,0.6179520615996026
mondrian,128,0.5797297297297297,0.7476622541714152
datafly,129,0.5,0.5694675783875398
datafly_shuffled,129,0.5905405405405405,0.647806719558166
mondrian,129,0.5898648648648649,0.7393596037520821
datafly,130,0.5608108108108109,0.6366047164022093
datafly_shuffled,130,0.5486486486486486,0.6565750927792876
mondrian,130,0.5466216216216216,0.7484201952017767
datafly,131,0.527027027027027,0.6671588717454195
datafly_shuffled,131,0.5027027027027027,0.5882736477601473
mondrian,131,0.527027027027027,0.6373261301539991
datafly,132,0.595945945945946,0.6996462333070337
datafly_shuffled,132,0.5574324324324325,0.6002171546711084
mondrian,132,0.5858108108108108,0.6985568072236348
datafly,133,0.5777027027027027,0.6603447079278805
datafly_shuffled,133,0.6081081081081081,0.6795443587270974
mondrian,133,0.5472972972972973,0.7842278863855527
datafly,134,0.5635135135135135,0.570453814908974
datafly_shuffled,134,0.5804054054054054,0.6785654276613775
mondrian,134,0.606081081081081,0.7075078168376143
datafly,135,0.5858108108108108,0.6530757794921247
datafly_shuffled,135,0.5858108108108108,0.6372494228689985
mondrian,135,0.5966216216216216,0.6690007597673943
datafly,136,0.5094594594594595,0.6899856813067999
datafly_shuffled,136,0.5912162162162162,0.644024319862073
mondrian,136,0.5506756756756757,0.7393431664767248
datafly,137,0.5493243243243243,0.59224324975892
datafly_shuffled,137,0.5418918918918919,0.5974383419537711
mondrian,137,0.5533783783783783,0.6924476198825282
datafly,138,0.5695945945945946,0.6775061365828001
datafly_shuffled,138,0.6033783783783784,0.6472953376581632
mondrian,138,0.5804054054054054,0.7496913444960698
datafly,139,0.5324324324324324,0.6507051591128254
datafly_shuffled,139,0.5452702702702703,0.6733602904649193
mondrian,139,0.5722972972972973,0.7393924783027965
datafly,140,0.5452702702702703,0.5000255690950002
datafly_shuffled,140,0.6418918918918919,0.6742515560620672
mondrian,140,0.5527027027027027,0.7137411969258642
datafly,141,0.5148648648648648,0.5968027673066245
datafly_shuffled,141,0.6013513513513513,0.6694509584757897
mondrian,141,0.5682432432432433,0.7249989041816428
datafly,142,0.5722972972972973,0.6534264413664124
datafly_shuffled,142,0.5878378378378378,0.6498915139826422
mondrian,142,0.5641891891891891,0.6999448438093567
datafly,143,0.5655405405405406,0.7037628576020571
datafly_shuffled,143,0.6236486486486487,0.633914482335408
mondrian,143,0.5939189189189189,0.7725976008883435
datafly,144,0.5682432432432433,0.6146162078840478
datafly_shuffled,144,0.647972972972973,0.7104464363987026
mondrian,144,0.5709459459459459,0.821847330586482
datafly,145,0.55,0.5173413255018848
datafly_shuffled,145,0.5527027027027027,0.6317822024487888
mondrian,145,0.5844594594594594,0.7491543935010665
datafly,146,0.6310810810810811,0.6192222977119313
datafly_shuffled,146,0.629054054054054,0.7340202288068729
mondrian,146,0.5601351351351351,0.7425466088074574
datafly,147,0.5790540540540541,0.6684765933198913
datafly_shuffled,147,0.49594594594594593,0.5585176134537273
mondrian,147,0.5371621621621622,0.8037005785920925
datafly,148,0.5655405405405406,0.7107961850910259
datafly_shuffled,148,0.5060810810810811,0.5509738172467198
mondrian,148,0.6006756756756757,0.7442871336313959
datafly,149,0.5425675675675675,0.6722736039274129
datafly_shuffled,149,0.5756756756756757,0.5905839981298033
mondrian,149,0.6027027027027027,0.7972918675666988
datafly,150,0.5608108108108109,0.6504869086233599
datafly_shuffled,150,0.6304054054054054,0.6724133207679495
mondrian,150,0.5871621621621622,0.6520813243330119
datafly,151,0.5581081081081081,0.6934338564039625
datafly_shuffled,151,0.6182432432432432,0.6467940007597673
mondrian,151,0.5675675675675675,0.7289383711755939
datafly,152,0.5398648648648648,0.6735520586774203
datafly_shuffled,152,0.6047297297297297,0.6595602846205545
mondrian,152,0.6074324324324324,0.6659653429180912
datafly,153,0.5364864864864864,0.6046771353847054
datafly_shuffled,153,0.5912162162162162,0.6561851640805354
mondrian,153,0.597972972972973,0.7426068788171006
datafly,154,0.552027027027027,0.6438152011922503
datafly_shuffled,154,0.5952702702702702,0.6895656176032261
mondrian,154,0.5168918918918919,0.7554590017825311
datafly,155,0.5358108108108108,0.5176837687384939
datafly_shuffled,155,0.6128378378378379,0.6979267116682738
mondrian,155,0.5824324324324325,0.696703047836124
datafly,156,0.5554054054054054,0.703379321177055
datafly_shuffled,156,0.6324324324324324,0.7023866923818708
mondrian,156,0.5445945945945946,0.7276106045995149
datafly,157,0.6155405405405405,0.6240073712048158
datafly_shuffled,157,0.5601351351351351,0.6489116697349581
mondrian,157,0.597972972972973,0.7225424446977002
datafly,158,0.5581081081081081,0.5761840317348997
datafly_shuffled,158,0.5466216216216216,0.6127871044095731
mondrian,158,0.6101351351351352,0.7375788989217147
datafly,159,0.5932432432432433,0.5915127041874872
datafly_shuffled,159,0.6148648648648649,0.6904039186464452
mondrian,159,0.5209459459459459,0.5807800765611759
datafly,160,0.5128378378378379,0.4972211872826627
datafly_shuffled,160,0.5391891891891892,0.6119031442681394
mondrian,160,0.5763513513513514,0.6742533824259959
datafly,161,0.5277027027027027,0.6859320665673124
datafly_shuffled,161,0.6033783783783784,0.6673524663218491
mondrian,161,0.597972972972973,0.6787571958738786
datafly,162,0.5736486486486486,0.6445146985768972
datafly_shuffled,162,0.5777027027027027,0.6322433593407557
mondrian,162,0.6310810810810811,0.7462997866806932
datafly,163,0.5722972972972973,0.7187107331755355
datafly_shuffled,163,0.5871621621621622,0.6342067005639811
mondrian,163,0.6033783783783784,0.7652775342625873
datafly,164,0.5405405405405406,0.6895263507787616
datafly_shuffled,164,0.5824324324324325,0.6229334692148097
mondrian,164,0.5790540540540541,0.7330148154641887
datafly,165,0.5148648648648648,0.6397981137313346
datafly_shuffled,165,0.6148648648648649,0.6605766561468105
mondrian,165,0.5804054054054054,0.778387174541948
datafly,166,0.5682432432432433,0.6629938488062885
datafly_shuffled,166,0.5297297297297298,0.5849587972297712
mondrian,166,0.6783783783783783,0.7821640951462553
datafly,167,0.552027027027027,0.7196403524151835
datafly_shuffled,167,0.5581081081081081,0.636933461909354
mondrian,167,0.5695945945945946,0.7769443470383682
datafly,168,0.6013513513513513,0.6548838797814208
datafly_shuffled,168,0.5655405405405406,0.5781583311416967
mondrian,168,0.5297297297297298,0.7722505917419128
datafly,169,0.5912162162162162,0.654950542064814
datafly_shuffled,169,0.5513513513513514,0.6998051269688204
mondrian,169,0.5912162162162162,0.743688086262821
datafly,170,0.5608108108108109,0.647097177171912
datafly_shuffled,170,0.5925675675675676,0.5969917959732328
mondrian,170,0.5635135135135135,0.6998352619736419
datafly,171,0.5736486486486486,0.6457730633236901
datafly_shuffled,171,0.5560810810810811,0.6203592092574736
mondrian,171,0.6236486486486487,0.6963578650536221
datafly,172,0.6027027027027027,0.7000535124631074
datafly_shuffled,172,0.6054054054054054,0.6794521273487041
mondrian,172,0.6148648648648649,0.6821195318663978
datafly,173,0.572972972972973,0.6335309459104059
datafly_shuffled,173,0.5682432432432433,0.6889775284182227
mondrian,173,0.5371621621621622,0.69923256187721
datafly,174,0.5466216216216216,0.5627063791239297
datafly_shuffled,174,0.5364864864864864,0.6273386590105492
mondrian,174,0.5662162162162162,0.6884405774232196
datafly,175,0.529054054054054,0.7298634245054206
datafly_shuffled,175,0.5168918918918919,0.4817062257093598
mondrian,175,0.6108108108108108,0.7350384266970573
datafly,176,0.5547297297297298,0.5692538938078957
datafly_shuffled,176,0.6202702702702703,0.6855339192308817
mondrian,176,0.577027027027027,0.766104877122235
datafly,177,0.55,0.5030025422985887
datafly_shuffled,177,0.5635135135135135,0.5955608398351889
mondrian,177,0.6270270270270271,0.7082018351304755
datafly,178,0.5277027027027027,0.640342370182052
datafly_shuffled,178,0.6121621621621621,0.6976564098068437
mondrian,178,0.5635135135135135,0.7744477075479969
datafly,179,0.5236486486486487,0.6519534788580111
datafly_shuffled,179,0.6148648648648649,0.666918704888811
mondrian,179,0.5797297297297297,0.772835028199059
datafly,180,0.5831081081081081,0.6903363431810876
datafly_shuffled,180,0.6047297297297297,0.6835258320914059
mondrian,180,0.575,0.7515469302475088
datafly,181,0.5060810810810811,0.6304781786037813
datafly_shuffled,181,0.5256756756756756,0.6243415958037462
mondrian,181,0.5459459459459459,0.7672974927675988
datafly,182,0.5581081081081081,0.5906314835919465
datafly_shuffled,182,0.5655405405405406,0.5880827927296104
mondrian,182,0.5418918918918919,0.7322678326173987
datafly,183,0.5459459459459459,0.6990243563893516
datafly_shuffled,183,0.5695945945945946,0.6652895882645159
mondrian,183,0.5432432432432432,0.7958618246106192
datafly,184,0.5135135135135135,0.6540674951053446
datafly_shuffled,184,0.5472972972972973,0.5941262309692878
mondrian,184,0.5310810810810811,0.8010486981677918
datafly,185,0.5608108108108109,0.6703824040793664
datafly_shuffled,185,0.5763513513513514,0.6838536644165863
mondrian,185,0.6013513513513513,0.6918978843400251
datafly,186,0.5871621621621622,0.7017492913707958
datafly_shuffled,186,0.5297297297297298,0.5682822681978902
mondrian,186,0.543918918918919,0.6132619590310043
datafly,187,0.5054054054054054,0.5614973262032086
datafly_shuffled,187,0.595945945945946,0.633192155401654
mondrian,187,0.5297297297297298,0.782863592530902
datafly,188,0.5155405405405405,0.5303432103094592
datafly_shuffled,188,0.5567567567567567,0.6345144428859473
mondrian,188,0.5797297297297297,0.6540446655562374
datafly,189,0.5864864864864865,0.6020088176850471
datafly_shuffled,189,0.5932432432432433,0.6311630650769995
mondrian,189,0.5493243243243243,0.8071012682271121
datafly,190,0.5459459459459459,0.6225124923292715
datafly_shuffled,190,0.49527027027027026,0.5066388328803951
mondrian,190,0.5648648648648649,0.7260143625259344
datafly,191,0.5243243243243243,0.5294117647058824
datafly_shuffled,191,0.5513513513513514,0.651984527044797
mondrian,191,0.5466216216216216,0.7395714619677974
datafly,192,0.5310810810810811,0.557261075070863
datafly_shuffled,192,0.5891891891891892,0.6384712603372199
mondrian,192,0.5871621621621622,0.7518884603021537
datafly,193,0.5168918918918919,0.6946173402296836
datafly_shuffled,193,0.5763513513513514,0.6091435083720522
mondrian,193,0.5256756756756756,0.7589528359779083
datafly,194,0.5141891891891892,0.6002162414891441
datafly_shuffled,194,0.5662162162162162,0.5967233204757313
mondrian,194,0.5716216216216217,0.7752914876830016
datafly,195,0.5864864864864865,0.7317272288945385
datafly_shuffled,195,0.49527027027027026,0.5500104102743929
mondrian,195,0.5824324324324325,0.6652439291663015
datafly,196,0.5851351351351352,0.6569540632944683
datafly_shuffled,196,0.5864864864864865,0.6527780821717658
mondrian,196,0.581081081081081,0.6981769235264896
datafly,197,0.5777027027027027,0.6549888957073142
datafly_shuffled,197,0.5128378378378379,0.5016117661669734
mondrian,197,0.5574324324324325,0.681812702726396
datafly,198,0.6101351351351352,0.6746688802197481
datafly_shuffled,198,0.5358108108108108,0.5574373191899712
mondrian,198,0.581081081081081,0.6652347973466586
datafly,199,0.5283783783783784,0.4993333771660676
datafly_shuffled,199,0.5533783783783783,0.5898242307355133
mondrian,199,0.5993243243243244,0.7564379328482511
datafly,200,0.6074324324324324,0.6119597615499255
datafly_shuffled,200,0.5560810810810811,0.6451594050436866
mondrian,200,0.5763513513513514,0.6896003185178692
