algo,no,avg_eq_size,ambiguity,granularity,dse
datafly,1,0.07692307692307693,0.11801317567567567,0.046555867709815076,0.11192792077671641
datafly_shuffled,1,0.25,0.2943648648648649,0.0481430654338549,0.1253442402976458
mondrian,1,0.0008695652173913044,0.0009069823442756333,0.03691682076813656,0.1280217994657133
datafly,2,0.07692307692307693,0.11102128378378377,0.04648790896159317,0.11400656514005544
datafly_shuffled,2,0.2,0.2683783783783783,0.04807467994310099,0.11642997184652407
mondrian,2,0.0005076142131979697,0.0005318435852434857,0.03575144025604551,0.12560433944267219
datafly,3,0.2,0.38204054054054054,0.048373790896159306,0.11444573452218681
datafly_shuffled,3,0.05,0.06139358108108108,0.04604098506401137,0.11745276922399277
mondrian,3,0.0006849315068493151,0.0007088249649086741,0.03592594238975817,0.12498388514286651
datafly,4,0.052631578947368425,0.045215202702702705,0.04585380512091038,0.11181212871936742
datafly_shuffled,4,0.0125,0.017529493243243245,0.04415497866287339,0.11927563261743075
mondrian,4,0.00032030749519538755,0.00032713588858236805,0.03419329658605974,0.11906282204371478
datafly,5,0.25,0.3390067567567568,0.048260544096728294,0.11309405233832713
datafly_shuffled,5,0.0625,0.10805270270270269,0.046477773826458034,0.11733323865227552
mondrian,5,0.0006825938566552901,0.0007150514387297293,0.03602839615931721,0.12514871431509828
datafly,6,0.25,0.26118243243243244,0.048055743243243236,0.11346450571758689
datafly_shuffled,6,0.05263157894736842,0.07886824324324324,0.046245376955903264,0.11656925170578517
mondrian,6,0.0005035246727089627,0.0005144635465353651,0.035048595305832146,0.12717793974165809
datafly,7,0.06666666666666667,0.07004493243243244,0.04612951635846372,0.11404955822347922
datafly_shuffled,7,0.04000000000000001,0.06663344594594596,0.04614027382645803,0.12212115755288513
mondrian,7,0.00032206119162640903,0.00033118455743668133,0.03430748577524893,0.12391762686487064
datafly,8,0.0625,0.09094121621621622,0.046328058321479376,0.11407711408286175
datafly_shuffled,8,0.04761904761904762,0.06290033783783783,0.04605979729729729,0.11664311647613342
mondrian,8,0.0006858710562414266,0.0007071039769037887,0.03606415362731152,0.12507588519811377
datafly,9,0.0625,0.05737533783783784,0.045997706258890464,0.11310388430961353
datafly_shuffled,9,0.05555555555555556,0.09124256756756756,0.04650565433854907,0.11886882083355893
mondrian,9,0.0003224766204450177,0.00033097354551360144,0.034485793029871974,0.11947709365011452
datafly,10,0.2,0.1712027027027027,0.04781895448079657,0.1141248393696282
datafly_shuffled,10,0.2,0.24074324324324325,0.048001955903271686,0.11560275312862116
mondrian,10,0.00032020493115593983,0.00033061716808692454,0.03442153271692745,0.12786206447322318
datafly,11,0.07692307692307693,0.14304831081081085,0.046746888335704125,0.11536446276907053
datafly_shuffled,11,0.010101010101010102,0.012601554054054054,0.043937820056899,0.12415333323172476
mondrian,11,0.0003208213025344883,0.0003312052084588691,0.03483874466571834,0.11793793532576058
datafly,12,0.25,0.21788513513513513,0.04794180298719772,0.1135899559162266
datafly_shuffled,12,0.04,0.040911486486486494,0.04580167140825035,0.11952147364922233
mondrian,12,0.0003232062055591467,0.0003311987158898902,0.03474521692745377,0.12632894983351528
datafly,13,0.06666666666666667,0.05424527027027028,0.04595890825035562,0.11280292435093303
datafly_shuffled,13,0.05,0.07989493243243243,0.046273986486486486,0.11963666695917469
mondrian,13,0.0005,0.0005181934984349378,0.03506120199146515,0.12081088709168003
datafly,14,0.04761904761904762,0.0769391891891892,0.04619582147937411,0.11131651533701341
datafly_shuffled,14,0.04,0.05935236486486486,0.046037375533428154,0.11594291131061407
mondrian,14,0.00032133676092544985,0.0003315838433824295,0.03478890469416785,0.12490847991574824
datafly,15,0.07142857142857142,0.12260270270270268,0.04668161450924608,0.11279952962355878
datafly_shuffled,15,0.0125,0.010301165540540542,0.0438199146514936,0.11910495572196525
mondrian,15,0.0005058168942842692,0.0005285512852710513,0.03547772048364154,0.12313225083114844
datafly,16,0.043478260869565216,0.02941216216216217,0.04564735064011379,0.10991928422650322
datafly_shuffled,16,0.010416666666666666,0.014283074324324324,0.04407402204836415,0.12244983566520777
mondrian,16,0.0005065856129685917,0.0005229601211367066,0.035475337837837836,0.12411082631995839
datafly,17,0.06666666666666667,0.0506331081081081,0.045918616642958744,0.1125956339674127
datafly_shuffled,17,0.04,0.053728040540540534,0.04595568990042674,0.11861247163925209
mondrian,17,0.0003222687721559781,0.0003326584056219016,0.03393851351351351,0.12123561449852617
datafly,18,0.25,0.2979459459459459,0.0481524893314367,0.11447998232462898
datafly_shuffled,18,0.01,0.009218750000000001,0.04377859174964438,0.12038604449603348
mondrian,18,0.0006830601092896175,0.0007065899837802932,0.03563669985775249,0.12332327416110961
datafly,19,0.25,0.43476351351351344,0.04851253556187766,0.11581908869108529
datafly_shuffled,19,0.041666666666666664,0.06976756756756756,0.04612546230440967,0.11864082567609768
mondrian,19,0.00031969309462915604,0.0003300424706438575,0.03442370199146515,0.12275178191629314
datafly,20,0.25,0.42928378378378385,0.04849811522048363,0.11462091522274918
datafly_shuffled,20,0.015625,0.018291621621621623,0.04419832859174964,0.11927886994105896
mondrian,20,0.0005020080321285141,0.0005230848256227745,0.03510469416785206,0.1256488202756536
datafly,21,0.0625,0.06752567567567566,0.04611088193456614,0.11319047291265083
datafly_shuffled,21,0.05,0.05144493243243242,0.04596468705547653,0.1169363213193805
mondrian,21,0.0004985044865403789,0.0005184688541698178,0.03524484352773827,0.1273534255272293
datafly,22,0.058823529411764705,0.06672736486486487,0.0461005867709815,0.11199673028822761
datafly_shuffled,22,0.0625,0.10238040540540543,0.04643541963015647,0.12244857186560848
mondrian,22,0.0005032712632108706,0.0005130272340705189,0.03518461948790896,0.12893070113705135
datafly,23,0.06666666666666667,0.06265202702702702,0.04605295163584636,0.1132880476995561
datafly_shuffled,23,0.2,0.23114864864864865,0.047976706970128014,0.1163758804191561
mondrian,23,0.0005030181086519115,0.0005223670646619401,0.0352056721194879,0.12279617482955933
datafly,24,0.25,0.23721621621621627,0.04799267425320056,0.11199111053536456
datafly_shuffled,24,0.04000000000000001,0.045903040540540535,0.04586971906116642,0.11363508940521462
mondrian,24,0.000321853878339234,0.0003295699461982345,0.03495600995732575,0.13200568341368007
datafly,25,0.25,0.44033783783783786,0.04852720483641535,0.11527819296777679
datafly_shuffled,25,0.05,0.05158648648648649,0.045958801564722616,0.11861976431677682
mondrian,25,0.0005094243504839531,0.0005264896993106925,0.035581472261735414,0.1256368923895245
datafly,26,0.25,0.2338378378378379,0.04798378378378377,0.11380864340019584
datafly_shuffled,26,0.015625,0.01840025337837838,0.04419365220483641,0.12089094720868274
mondrian,26,0.0004975124378109452,0.0005151582907544341,0.03541408250355618,0.12411481883813473
datafly,27,0.05263157894736842,0.08853412162162162,0.04630919274537695,0.11155331526403632
datafly_shuffled,27,0.04,0.06619425675675676,0.046090931721194876,0.11744682492319845
mondrian,27,0.0006896551724137932,0.0007065758639092484,0.03590624110953058,0.1179997555954203
datafly,28,0.2,0.37454054054054053,0.048354054054054046,0.11557318325337254
datafly_shuffled,28,0.04347826086956522,0.06730743243243242,0.046103236130867704,0.1191478639938412
mondrian,28,0.0005089058524173028,0.0005259653757820218,0.035162642247510666,0.1263171521680552
datafly,29,0.08333333333333333,0.15060236486486483,0.04679151849217637,0.11614995285385842
datafly_shuffled,29,0.010526315789473684,0.013159847972972974,0.04395924608819345,0.12300545818284916
mondrian,29,0.0006872852233676975,0.0007026081623319324,0.036130885490753904,0.12172618133112448
datafly,30,0.2,0.21064864864864866,0.04792275960170696,0.11389177795611821
datafly_shuffled,30,0.04,0.04768581081081081,0.04592939189189189,0.1169341070009605
mondrian,30,0.00032175032175032174,0.00032949692642899887,0.034244896870554764,0.12793808576798862
datafly,31,0.25,0.2983445945945946,0.04815353840682787,0.1130440382174023
datafly_shuffled,31,0.0625,0.07654290540540541,0.04620046230440967,0.12176508645312908
mondrian,31,0.0005045408678102926,0.0005246419518818202,0.03548668207681366,0.13112893390178115
datafly,32,0.2,0.2980270270270271,0.04815270270270269,0.11550505197205063
datafly_shuffled,32,0.0125,0.014783682432432433,0.04404500355618776,0.12582526607028113
mondrian,32,0.0003228931223764934,0.00033278361618397934,0.034808036984352766,0.12392036846035354
datafly,33,0.0625,0.055806418918918924,0.04607176386913229,0.111270335913674
datafly_shuffled,33,0.05,0.08337297297297297,0.046275,0.11942429585048213
mondrian,33,0.0003197953309881676,0.0003334744537677127,0.03452953413940256,0.1228357495284236
datafly,34,0.25,0.256027027027027,0.04804217638691322,0.11507531064592287
datafly_shuffled,34,0.041666666666666664,0.05863378378378377,0.046010348506401136,0.12064048512438741
mondrian,34,0.00032092426187419767,0.0003328493328127034,0.034892780938833565,0.12064981834828147
datafly,35,0.2,0.4321756756756757,0.0485057254623044,0.1153503311350454
datafly_shuffled,35,0.04,0.039106756756756754,0.045783054765291605,0.11758282507132996
mondrian,35,0.0008583690987124463,0.0008930355809175762,0.036212820056899006,0.12981242606966317
datafly,36,0.25,0.22777702702702704,0.047967834281650065,0.11286959739361598
datafly_shuffled,36,0.015625,0.017286013513513516,0.044146852773826455,0.12180885360192957
mondrian,36,0.0005037783375314861,0.0005313078786689685,0.03493950924608819,0.1284380995396106
datafly,37,0.07142857142857142,0.06067263513513514,0.046031632290184914,0.11185515902049707
datafly_shuffled,37,0.0625,0.10938209459459461,0.0464831081081081,0.11872956386826596
mondrian,37,0.0005025125628140704,0.0005124569308300058,0.03473445945945945,0.1263992261316875
datafly,38,0.05,0.07324290540540543,0.04615913940256045,0.11137653519700574
datafly_shuffled,38,0.05,0.08744864864864864,0.04637400426742532,0.1158550604132399
mondrian,38,0.000687757909215956,0.0007049704019928316,0.03603995376955903,0.12172982778990028
datafly,39,0.2,0.2971148648648649,0.048150302275960156,0.11425113523940726
datafly_shuffled,39,0.012658227848101267,0.017298344594594596,0.044143865576102406,0.12311258192827233
mondrian,39,0.0005065856129685917,0.0005311072984417978,0.03577274182076814,0.12035251832329101
datafly,40,0.06666666666666667,0.06189560810810811,0.0460480440967283,0.11330568959860776
datafly_shuffled,40,0.0625,0.08743243243243244,0.04630611664295874,0.12007368366697208
mondrian,40,0.0006839945280437756,0.0007012281162393538,0.03595279160739687,0.12289395716988455
datafly,41,0.05555555555555555,0.05419493243243243,0.04596344238975817,0.11045841555755366
datafly_shuffled,41,0.04,0.043661148648648646,0.045836646514935984,0.12982339998408707
mondrian,41,0.0006863417982155113,0.0007155465306861936,0.035839473684210525,0.12629007535377715
datafly,42,0.041666666666666664,0.03985033783783783,0.0457979907539118,0.10973805484338407
datafly_shuffled,42,0.04,0.05068479729729729,0.0459281294452347,0.1220275148611704
mondrian,42,0.0010559662090813095,0.0010936143093634506,0.03649795519203414,0.12370243506910757
datafly,43,0.05555555555555555,0.05225574324324326,0.04595736130867709,0.1108890960333479
datafly_shuffled,43,0.045454545454545456,0.07562702702702703,0.046184921763869125,0.11652281602910222
mondrian,43,0.00032175032175032174,0.0003311503958092274,0.03453229018492176,0.1224489590779026
datafly,44,0.06666666666666667,0.05692770270270271,0.046003662873399714,0.11025928627752765
datafly_shuffled,44,0.043478260869565216,0.05797398648648648,0.046008748221906114,0.11897189264175358
mondrian,44,0.0004997501249375312,0.0005138474585754825,0.03520321834992887,0.12182983816472509
datafly,45,0.05,0.06031621621621623,0.04604171408250355,0.11049025372136784
datafly_shuffled,45,0.0625,0.10607364864864866,0.04645391180654338,0.12415442632215204
mondrian,45,0.0006882312456985547,0.0007148165721360974,0.036216696301564724,0.1238832557355068
datafly,46,0.07692307692307693,0.11924932432432434,0.046553253911806536,0.11428958972622012
datafly_shuffled,46,0.05,0.07132770270270271,0.04615380512091038,0.1159827555016746
mondrian,46,0.0003228931223764934,0.0003366719248604126,0.034672119487908964,0.12397375006309942
datafly,47,0.058823529411764705,0.061211486486486485,0.04603927809388335,0.11462315740573031
datafly_shuffled,47,0.0625,0.08949391891891893,0.04633218349928876,0.11819925247049022
mondrian,47,0.0005063291139240507,0.0005279991621620513,0.03495183143669985,0.1264356943504146
datafly,48,0.2,0.186527027027027,0.04785928165007111,0.1138388693251834
datafly_shuffled,48,0.25,0.2639391891891892,0.04806299786628733,0.11974142543725141
mondrian,48,0.0008703220191470845,0.0008944037171620567,0.03661735419630156,0.1257242759267149
datafly,49,0.2,0.24458783783783788,0.04801207325746799,0.11392321827288877
datafly_shuffled,49,0.05,0.06524425675675675,0.04609482574679943,0.11725541703080095
mondrian,49,0.0008673026886383347,0.0008950327387002854,0.03631239331436699,0.12382963531058941
datafly,50,0.0625,0.06499932432432434,0.04611484708392603,0.11254081199052944
datafly_shuffled,50,0.05,0.07968006756756758,0.04627357752489331,0.12066357572666879
mondrian,50,0.00032425421530479895,0.00033467711300002006,0.034518883357041244,0.11774160461702853
datafly,51,0.2,0.1870202702702703,0.04786057965860597,0.11379928172760909
datafly_shuffled,51,0.015625,0.018486216216216215,0.04420496088193456,0.11902098402098397
mondrian,51,0.0005053057099545225,0.0005336999779985987,0.03500391180654337,0.12869964688940244
datafly,52,0.06666666666666667,0.056922972972972975,0.046000533428165,0.11266810667025057
datafly_shuffled,52,0.05263157894736842,0.05656317567567567,0.04601762091038406,0.1162975599433114
mondrian,52,0.00032102728731942215,0.0003328664956834033,0.034536344238975815,0.1222108572583289
datafly,53,0.25,0.23348648648648646,0.047982859174964435,0.1143926140711663
datafly_shuffled,53,0.012658227848101267,0.014745287162162165,0.04402647581792318,0.121325917122627
mondrian,53,0.00032061558191728113,0.0003273276054220387,0.034403467283072545,0.12803654248699226
datafly,54,0.05555555555555556,0.07381283783783785,0.046164651493598864,0.11189906053679956
datafly_shuffled,54,0.05,0.05729763513513514,0.046016056187766705,0.11832865536642578
mondrian,54,0.0005020080321285141,0.000524988722919256,0.035440682788051216,0.1235349771317452
datafly,55,0.07142857142857142,0.09807162162162161,0.04638461948790896,0.11610364747766042
datafly_shuffled,55,0.0625,0.09271959459459458,0.04635266714082503,0.12591988899422774
mondrian,55,0.0003207184092366902,0.00032738712771559553,0.03432105263157895,0.13023555030422343
datafly,56,0.041666666666666664,0.06775574324324325,0.04612647581792319,0.11137655269180045
datafly_shuffled,56,0.04,0.042584121621621604,0.04582460881934566,0.1170050760587521
mondrian,56,0.0003225806451612903,0.00033398945289759966,0.03435387624466572,0.12678807257365182
datafly,57,0.07142857142857142,0.16370067567567567,0.04686856330014223,0.1127431896681821
datafly_shuffled,57,0.0625,0.06931554054054055,0.046126244665718345,0.11638538947023386
mondrian,57,0.0005027652086475616,0.000520789570593669,0.03545672119487909,0.12670476913681716
datafly,58,0.25,0.28790540540540543,0.04812606685633,0.11443472021804309
datafly_shuffled,58,0.010101010101010102,0.012350574324324324,0.043956827880512084,0.12970370700014935
mondrian,58,0.0005015045135406219,0.0005189850846607114,0.035249537695590326,0.12455821910953438
datafly,59,0.041666666666666664,0.03764763513513514,0.04581762091038406,0.10990395174458041
datafly_shuffled,59,0.2,0.22485810810810802,0.047960152916073966,0.1212317534675987
mondrian,59,0.0005032712632108706,0.0005198315958779714,0.03538856685633001,0.12798316289433573
datafly,60,0.0625,0.08163918918918919,0.04625442745376955,0.11074591764520861
datafly_shuffled,60,0.015625,0.02259756756756757,0.04434318990042673,0.12624837173319212
mondrian,60,0.0005042864346949068,0.0005249720492429442,0.03546296230440967,0.12481860080671196
datafly,61,0.05555555555555556,0.06879087837837838,0.046177631578947366,0.11456099460243649
datafly_shuffled,61,0.05,0.065825,0.046104356330014216,0.12389916634491505
mondrian,61,0.0006958942240779402,0.0007265828103562464,0.035788709103840674,0.12705343208610292
datafly,62,0.25,0.2949864864864865,0.04814470128022758,0.11309593735100508
datafly_shuffled,62,0.04000000000000001,0.04391756756756758,0.04583974039829303,0.11816600535732398
mondrian,62,0.0003204101249599487,0.00033117057059679235,0.03471705192034139,0.12630912947210665
datafly,63,0.058823529411764705,0.053870608108108106,0.04598424608819345,0.1137327356438835
datafly_shuffled,63,0.25,0.2761216216216217,0.048095056899004264,0.12122200030946143
mondrian,63,0.0006821282401091405,0.000709048557081577,0.036005849928876246,0.1284239643392901
datafly,64,0.2,0.2848175675675676,0.04811794096728306,0.11408544740564577
datafly_shuffled,64,0.0625,0.12968885135135133,0.0467077880512091,0.11777598228128822
mondrian,64,0.000508646998982706,0.0005296187307091876,0.035361699857752484,0.12742660144838636
datafly,65,0.045454545454545456,0.04607770270270271,0.045869541251778084,0.1101836884723247
datafly_shuffled,65,0.05555555555555555,0.06262972972972973,0.046091927453769554,0.11719117283140838
mondrian,65,0.0005045408678102926,0.0005151714669004118,0.03533365931721194,0.12212267218199106
datafly,66,0.2,0.4321621621621622,0.04850568990042673,0.11479456742316448
datafly_shuffled,66,0.25,0.3680270270270271,0.04833691322901848,0.115788767750055
mondrian,66,0.0006872852233676975,0.000723224262917428,0.03570480085348506,0.13033006075301867
datafly,67,0.05,0.06025574324324323,0.04604374110953058,0.11321403540908137
datafly_shuffled,67,0.05,0.07469054054054053,0.04620007112375533,0.11584902901317065
mondrian,67,0.0004995004995004995,0.0005205786091150551,0.03567699146514936,0.1321301256677467
datafly,68,0.07692307692307693,0.14036486486486485,0.046733250355618774,0.11562433741794188
datafly_shuffled,68,0.04000000000000001,0.051306418918918927,0.04592926742532005,0.1188650595287757
mondrian,68,0.0006858710562414266,0.0007069022736088684,0.0360983108108108,0.12132296696840286
datafly,69,0.058823529411764705,0.09894729729729732,0.04639521692745377,0.11673935043669305
datafly_shuffled,69,0.05,0.0684983108108108,0.04611609174964438,0.11498157468012307
mondrian,69,0.0006910850034554251,0.000721981771609523,0.036135953058321485,0.12430758542048469
datafly,70,0.0625,0.08923614864864865,0.04630636557610241,0.11412799389107997
datafly_shuffled,70,0.015625,0.017863040540540536,0.044172901849217634,0.12436993030200222
mondrian,70,0.0003239390994493035,0.0003328521529076288,0.03438477951635845,0.12545891338626894
datafly,71,0.058823529411764705,0.09667128378378378,0.04638006756756756,0.11523160971926405
datafly_shuffled,71,0.0125,0.014304408783783782,0.04401938122332859,0.12576841439803252
mondrian,71,0.0006830601092896175,0.0007077460794909427,0.036178698435277386,0.12168203303318252
datafly,72,0.05,0.047299999999999995,0.04589073613086771,0.11152984710831168
datafly_shuffled,72,0.05,0.08205033783783783,0.0463375,0.11542831231518841
mondrian,72,0.000508646998982706,0.0005228164127256967,0.03511326458036984,0.12225003868392618
datafly,73,0.2,0.20693243243243242,0.04791298008534849,0.11411016828556883
datafly_shuffled,73,0.0125,0.015003851351351355,0.04405993954480796,0.12415201985277124
mondrian,73,0.0004997501249375312,0.0005195884808831228,0.03551708748221906,0.1260325042907521
datafly,74,0.25,0.43541216216216216,0.04851424253200569,0.11491052559921483
datafly_shuffled,74,0.041666666666666664,0.06688040540540541,0.04611685633001422,0.11677515378111517
mondrian,74,0.000321853878339234,0.00033228818385691816,0.03438865576102418,0.12388937135299322
datafly,75,0.2,0.25488513513513505,0.04803917140825034,0.11429057180550588
datafly_shuffled,75,0.008064516129032258,0.012180844594594595,0.0439103840682788,0.12106341068312752
mondrian,75,0.00032123353678124,0.0003346025614800962,0.03416351351351351,0.1297035672112737
datafly,76,0.05555555555555555,0.056602364864864876,0.0460107041251778,0.11452454360558234
datafly_shuffled,76,0.0625,0.14030067567567567,0.04671123755334282,0.11809370906222035
mondrian,76,0.0004970178926441352,0.0005222186696104669,0.03547898293029872,0.12433874194410074
datafly,77,0.04761904761904762,0.04827060810810811,0.04589438122332859,0.11081702766129223
datafly_shuffled,77,0.0125,0.014226587837837834,0.04402615576102418,0.11906808681686515
mondrian,77,0.0005035246727089627,0.0005166624699276292,0.03545657894736842,0.12554087487501372
datafly,78,0.06666666666666667,0.0865243243243243,0.04633058321479374,0.11505834888471274
datafly_shuffled,78,0.05,0.06090067567567566,0.046057716927453765,0.11484702188565768
mondrian,78,0.0005070993914807303,0.0005322459599664884,0.035513335704125175,0.12490680766904616
datafly,79,0.25,0.3817432432432432,0.04837300853485063,0.11531534562569619
datafly_shuffled,79,0.015625,0.02017817567567568,0.04425510312944523,0.11969828482022296
mondrian,79,0.0005047955577990914,0.0005261739540167366,0.035227009246088195,0.12729459780311944
datafly,80,0.2,0.29729054054054055,0.048150764580369834,0.11440734465527953
datafly_shuffled,80,0.012820512820512822,0.016758885135135133,0.04413465504978663,0.12059820350262812
mondrian,80,0.0005027652086475616,0.0005252180747122835,0.03561175320056899,0.125051062842336
datafly,81,0.04761904761904762,0.055395608108108105,0.04597482219061166,0.11115076635858316
datafly_shuffled,81,0.0625,0.12709729729729732,0.04661394025604552,0.11786422587445894
mondrian,81,0.0004982561036372696,0.0005114007138500856,0.0353804587482219,0.12157011205247162
datafly,82,0.0625,0.04715810810810811,0.045878645092460875,0.11277802284805333
datafly_shuffled,82,0.04,0.0627635135135135,0.046052987197724035,0.12267889127089981
mondrian,82,0.00031959092361776926,0.0003309051263807096,0.03440999288762447,0.1278650057163804
datafly,83,0.2,0.16741216216216218,0.047808979374110945,0.11368885877196817
datafly_shuffled,83,0.04,0.04692601351351351,0.04588842460881934,0.11691734406984293
mondrian,83,0.00032102728731942215,0.0003287375324863779,0.034797261735419624,0.12451285208987917
datafly,84,0.04347826086956522,0.039800675675675676,0.04579087837837838,0.11007536824720057
datafly_shuffled,84,0.052631578947368425,0.08298175675675676,0.04625272048364153,0.11676309440691665
mondrian,84,0.0003225806451612903,0.00033219384875099814,0.0347073613086771,0.12427301844592603
datafly,85,0.2,0.34867567567567576,0.04828598862019914,0.11518318852311173
datafly_shuffled,85,0.05555555555555556,0.1046195945945946,0.04644203413940255,0.12227108074724365
mondrian,85,0.0006849315068493151,0.0007147483308656492,0.036465487197724036,0.12274047723227184
datafly,86,0.0625,0.08892027027027026,0.04635300497866287,0.11261902344975454
datafly_shuffled,86,0.0625,0.09585439189189188,0.0463654694167852,0.11443400640987249
mondrian,86,0.00032278889606197545,0.0003295533336045564,0.03415812588904694,0.12322651904909944
datafly,87,0.2,0.20793918918918916,0.0479156294452347,0.1137885948974221
datafly_shuffled,87,0.010101010101010102,0.008527043918918916,0.043744505689900424,0.12141830798697371
mondrian,87,0.00032020493115593983,0.0003268675284825362,0.034114331436699855,0.13241567339186944
datafly,88,0.05263157894736842,0.060857432432432426,0.04604811522048364,0.11416313820961636
datafly_shuffled,88,0.012820512820512822,0.01655619932432432,0.04411009957325746,0.1171028568091856
mondrian,88,0.0010718113612004287,0.0011210560897680203,0.03698047652916074,0.1215067603475649
datafly,89,0.2,0.32836486486486494,0.04823253911806542,0.1142602176229623
datafly_shuffled,89,0.0625,0.06419864864864866,0.04606938122332859,0.11972975100667532
mondrian,89,0.0005037783375314861,0.0005254192704824431,0.035554889758179234,0.12266206006716696
datafly,90,0.05263157894736842,0.06626722972972973,0.046096283783783776,0.11293379396145987
datafly_shuffled,90,0.04,0.050889527027027016,0.045955440967283066,0.12144019611562924
mondrian,90,0.0003224766204450177,0.0003331145727279839,0.03457318634423897,0.12161366827873678
datafly,91,0.058823529411764705,0.04286756756756757,0.04584583926031294,0.11104992193549608
datafly_shuffled,91,0.0125,0.01367089527027027,0.044010081792318634,0.12187099023994377
mondrian,91,0.00032206119162640903,0.00033656784405821136,0.03460908605974396,0.12389473893969806
datafly,92,0.25,0.371554054054054,0.04834619487908961,0.11830210709454066
datafly_shuffled,92,0.0625,0.06921250000000001,0.046122812944523466,0.11855922344654234
mondrian,92,0.0004987531172069826,0.0005143515489783884,0.035413637980085344,0.1257057256805091
datafly,93,0.05555555555555555,0.08144391891891892,0.046239082503556184,0.11391570594850353
datafly_shuffled,93,0.043478260869565216,0.06265979729729729,0.046054374110953054,0.1193740918508406
mondrian,93,0.0005065856129685917,0.0005226595202370385,0.03581518492176387,0.11807205316466753
datafly,94,0.07692307692307693,0.08900878378378378,0.046309726173541954,0.11470834173436371
datafly_shuffled,94,0.052631578947368425,0.06945574324324325,0.046140789473684204,0.11925730281298534
mondrian,94,0.0006825938566552901,0.0007022972871646562,0.03558588193456614,0.11945355007442499
datafly,95,0.05555555555555556,0.08839763513513514,0.04646386913229018,0.1187636846309315
datafly_shuffled,95,0.0625,0.0900733108108108,0.046316145092460875,0.1139322760317261
mondrian,95,0.0003232062055591467,0.0003342642010747596,0.03437160384068279,0.11960162802471712
datafly,96,0.07142857142857142,0.07340641891891891,0.04620616998577525,0.1118106674062889
datafly_shuffled,96,0.05,0.04592533783783783,0.04586605618776671,0.11762090895100537
mondrian,96,0.0010638297872340426,0.0010923392067921955,0.036451084637268844,0.12538244125349923
datafly,97,0.07692307692307693,0.08247567567567567,0.0462477240398293,0.11451739348360462
datafly_shuffled,97,0.04,0.06170304054054052,0.04604543029871977,0.11968846800993824
mondrian,97,0.0006830601092896175,0.0007120830186102043,0.035803911806543375,0.13189038147447957
datafly,98,0.06666666666666667,0.06590709459459458,0.04609132290184921,0.1125986666801786
datafly_shuffled,98,0.05,0.06657837837837836,0.046119452347083915,0.12180081997077856
mondrian,98,0.0003190810465858328,0.00032436628203508504,0.03431152204836416,0.12203669374846961
datafly,99,0.3333333333333333,0.43781081081081064,0.0485205547652916,0.11906150283004083
datafly_shuffled,99,0.0625,0.10679087837837838,0.04645597439544808,0.11515457020619016
mondrian,99,0.0005068423720223012,0.0005188605729947338,0.03531964793741109,0.12379358830100441
datafly,100,0.2,0.24957432432432433,0.04802519559032716,0.11399405112389921
datafly_shuffled,100,0.04761904761904762,0.0859027027027027,0.04627891180654338,0.11709246598972847
mondrian,100,0.0008888888888888889,0.0009026404240508893,0.036460579658605975,0.12357977221900333
datafly,101,0.06666666666666667,0.09353243243243245,0.0463906827880512,0.11098778377146815
datafly_shuffled,101,0.012658227848101266,0.018199324324324324,0.04419102062588904,0.11777540727862154
